Gender,Age,Connect_Date,L_O_S,Dropped_Calls,tariff,Handset,Peak_calls_Sum,Peak_mins_Sum,OffPeak_calls_Sum,OffPeak_mins_Sum,Weekend_calls_Sum,Weekend_mins_Sum,International_mins_Sum,Nat_call_cost_Sum,AvePeak,AveOffPeak,AveWeekend,National_calls,National mins,AveNational,All_calls_mins,Dropped_calls_ratio,Usage_Band,Mins_charge,call_cost_per_min,actual call cost,Total_call_cost,Total_Cost,Tariff_OK,average cost min,Peak ratio,OffPeak ratio,Weekend ratio,Nat-InterNat Ratio,high Dropped calls,No Usage,target,id
M,13.0,06/04/99,18.5,1.0,Play 100,S80,2.0,157.8,153.0,355.8,6.0,30.6,126.724676,0.0,78.9,2.32549,5.1,161.0,544.2,3.380124,670.924676,0.003105590062,Med,-55.8,10.799338,0.0,50.68987,110.62987,OK,0.164892,0.289967,0.653804,0.056229,0.232864,F,F,0,K272870
M,51.0,11/08/96,50.766667,9.0,CAT 200,S50,268.0,900.0,156.0,491.4,4.0,12.0,112.914873,16.692018,3.358209,3.15,3.0,428.0,1403.4,3.278972,1516.314873,0.01051401869,MedHigh,203.4,8.206499,16.692018,50.56648,200.56648,OK,0.132272,0.6413,0.35015,0.008551,0.080458,F,F,0,K317780
F,20.0,28/02/97,44.066667,1.0,CAT 100,WC95,118.0,600.600001,80.0,239.099999,15.0,115.0,34.9405,40.04911,5.089831,2.98875,7.666667,213.0,954.7,4.48216,989.6405,0.00234741784,Med,354.7,11.290981,40.049111,50.531261,155.531261,OK,0.157159,0.629098,0.250445,0.120457,0.036598,F,F,0,K350780
F,29.0,27/04/98,29.966667,2.0,CAT 100,WC95,124.0,606.0,12.0,49.800001,10.0,88.199999,62.370999,18.929032,4.887097,4.15,8.82,146.0,744.0,5.09589,806.370999,0.006849315068,Med,144.0,13.145161,18.929032,37.640332,142.640332,OK,0.176892,0.814516,0.066935,0.118548,0.083832,F,F,0,K349830
M,68.0,09/11/96,47.766667,1.0,Play 100,BS210,106.0,262.8,26.0,286.8,1.0,34.2,102.803283,0.0,2.479245,11.030769,34.2,133.0,583.8,4.389474,686.603283,0.003759398496,Med,-16.2,14.003083,0.0,41.121313,101.061313,OK,0.14719,0.450154,0.491264,0.058582,0.176093,F,F,0,K262480
M,42.0,31/12/98,21.7,0.0,CAT 100,ASAD170,226.0,789.0,1.0,34.2,21.0,43.500001,208.989784,37.614024,3.49115,34.2,2.071429,248.0,866.700001,3.494758,1075.689785,0.0,Med,266.700001,14.103496,37.614024,100.310959,205.310959,OK,0.190864,0.91035,0.03946,0.05019,0.241133,F,F,0,K108060
F,61.0,02/07/96,52.1,0.0,CAT 100,WC95,205.0,519.0,61.0,123.0,35.0,60.500001,149.606966,12.697599,2.531707,2.016393,1.728571,301.0,702.500001,2.333887,852.106967,0.0,Med,102.500001,12.3879,12.697598,57.579688,162.579688,OK,0.190797,0.73879,0.175089,0.086121,0.212964,F,F,0,K341200
M,50.0,02/05/97,41.966667,2.0,Play 100,SOP10,9.0,9.701091,74.0,73.697,2.0,4.694076,14.951741,0.0,1.077899,0.995905,2.347038,85.0,88.092167,1.036378,103.043908,0.01176470588,Low,-511.907833,7.202487,0.0,5.980696,65.920696,OK,0.639734,0.110124,0.83659,0.053286,0.169728,F,F,1,K101060
F,29.0,23/07/99,14.9,13.0,CAT 200,SOP10,722.0,1291.800001,164.0,384.599999,5.0,21.500001,172.177227,43.835668,1.789197,2.345122,4.3,891.0,1697.900001,1.905612,1870.077228,0.007295173962,MedHigh,497.900001,8.804111,43.835669,95.488837,245.488837,OK,0.131272,0.760822,0.226515,0.012663,0.101406,T,F,1,K402730
F,25.0,17/11/99,11.0,5.0,CAT 200,ASAD90,450.0,954.6,169.0,278.1,2.0,52.8,391.939601,7.449574,2.121333,1.645562,26.4,621.0,1285.5,2.070048,1677.439601,0.004025764895,MedHigh,85.5,8.712952,7.449574,125.031454,275.031454,OK,0.163959,0.74259,0.216336,0.041074,0.304893,F,F,0,K174410
M,19.0,02/10/97,36.866667,1.0,CAT 200,ASAD170,237.0,1284.0,30.0,162.300001,1.0,27.0,229.82189,25.574224,5.417722,5.41,27.0,268.0,1473.300001,5.497388,1703.121891,0.001865671642,MedHigh,273.300001,9.357565,25.574224,94.520791,244.520791,OK,0.143572,0.871513,0.110161,0.018326,0.155991,F,F,0,K201650
F,26.0,04/08/97,38.833333,0.0,Play 300,S80,89.0,558.6,131.0,737.4,2.0,37.0,346.198411,0.0,6.276404,5.629008,18.5,222.0,1333.0,6.004505,1679.198411,0.0,MedHigh,-467.0,11.63826,0.0,138.479364,216.419364,OK,0.128883,0.419055,0.553188,0.027757,0.259714,F,F,0,K161520
F,27.0,24/06/96,52.366667,5.0,Play 100,S50,104.0,248.400001,148.0,351.599999,37.0,98.400001,184.697112,11.919588,2.388462,2.375676,2.659459,289.0,698.400001,2.416609,883.097113,0.008650519031,Med,98.400001,12.113402,11.919588,85.798433,145.738433,OK,0.165031,0.35567,0.503436,0.140893,0.264457,F,F,0,K155650
F,19.0,08/07/97,39.733333,1.0,Play 300,S80,186.0,339.600001,197.0,390.600001,33.0,70.2,128.120183,0.0,1.825806,1.982741,2.127273,416.0,800.400002,1.924038,928.520185,0.001201923077,Med,-999.599998,11.758621,0.0,51.248073,129.188073,OK,0.139133,0.424288,0.488006,0.087706,0.16007,F,F,0,K276440
M,24.0,06/02/98,32.633333,12.0,CAT 100,BS110,77.0,427.8,99.0,224.4,32.0,90.500001,62.426511,15.354612,5.555844,2.266667,2.828125,208.0,742.700001,3.570673,805.126512,0.02884615385,Med,142.700001,10.760065,15.354612,34.082566,139.082566,OK,0.172746,0.576006,0.302141,0.121853,0.084053,T,F,0,K400950
F,45.0,06/09/98,25.566667,1.0,CAT 200,WC95,200.0,1318.8,253.0,665.700001,19.0,45.0,143.177394,68.426087,6.594,2.631225,2.368421,472.0,2029.500001,4.299788,2172.677395,0.001059322034,High,829.500001,8.249076,68.426087,111.379305,261.379305,OK,0.120303,0.649815,0.328012,0.022173,0.070548,F,F,0,K317820
M,33.0,25/08/97,38.133333,0.0,Play 300,S80,105.0,271.2,158.0,483.599999,5.0,35.0,149.975559,0.0,2.582857,3.060759,7.0,268.0,789.799999,2.947015,939.775558,0.0,Med,-1010.200001,9.897696,0.0,59.990224,137.930224,OK,0.146769,0.343378,0.612307,0.044315,0.189891,F,F,0,K274090
F,14.0,25/09/98,24.933333,0.0,CAT 50,WC95,75.0,231.599999,42.0,65.400001,24.0,52.500001,84.842521,5.75517,3.088,1.557143,2.1875,141.0,349.500001,2.478723,434.342522,0.0,MedLow,49.500001,11.626609,5.755172,31.207928,114.607928,OK,0.263865,0.662661,0.187124,0.150215,0.242754,F,F,0,K375860
F,38.0,22/03/98,31.166667,0.0,Play 100,BS210,20.0,75.0,102.0,222.6,12.0,28.0,103.017865,0.0,3.75,2.182353,2.333333,134.0,325.6,2.429851,428.617865,0.0,MedLow,-274.4,9.60688,0.0,41.207146,101.147146,OK,0.235984,0.230344,0.683661,0.085995,0.316394,F,F,0,K268030
F,14.0,08/05/97,41.766667,2.0,CAT 100,BS110,202.0,463.8,242.0,395.100001,0.0,0.0,135.35902,27.700302,2.29604,1.632645,0.0,444.0,858.900001,1.934459,994.259021,0.002252252252,Med,258.900001,10.39993,26.925419,67.533125,172.533125,OK,0.173529,0.539993,0.460007,0.0,0.157596,F,F,0,K284470
M,34.0,14/01/96,57.766667,1.0,CAT 200,S80,686.0,1386.0,28.0,117.0,9.0,70.800002,234.071236,35.149741,2.020408,4.178571,7.866667,723.0,1573.800002,2.176763,1807.871238,0.0006915629322,MedHigh,373.800002,9.403355,35.149741,105.371112,255.371112,OK,0.141255,0.880671,0.074342,0.044987,0.14873,F,F,0,K131880
M,49.0,24/09/99,12.8,11.0,Play 100,BS210,25.0,127.8,125.0,396.599999,20.0,60.0,172.641003,0.0,5.112,3.1728,3.0,170.0,584.399999,3.437647,757.041002,0.03235294118,Med,-15.600001,9.373717,0.0,69.056401,128.996401,OK,0.170396,0.218686,0.678645,0.102669,0.295416,F,F,0,K267180
M,17.0,27/11/98,22.833333,0.0,CAT 50,BS110,18.0,253.8,1.0,96.9,2.0,54.6,34.903644,11.858917,14.1,96.9,27.3,21.0,405.3,19.3,440.203644,0.0,MedLow,105.3,11.262028,11.858916,22.330009,105.730009,OK,0.240184,0.626203,0.239082,0.134715,0.086118,F,F,1,K252100
M,27.0,02/04/99,18.633333,0.0,CAT 200,BS110,893.0,1613.399999,0.0,0.0,29.0,46.2,110.297503,47.975853,1.806719,0.0,1.593103,922.0,1659.599999,1.8,1769.897502,0.0,MedHigh,459.599999,9.86081,45.320282,78.409533,228.409533,OK,0.129052,0.972162,0.0,0.027838,0.06646,F,F,0,K308690
F,55.0,07/06/98,28.6,0.0,CAT 200,BS110,354.0,858.0,190.0,458.1,30.0,46.8,170.036615,13.272601,2.423729,2.411053,1.56,574.0,1362.9,2.37439,1532.936615,0.0,MedHigh,162.9,8.1477,13.272603,64.283587,214.283587,OK,0.139786,0.62954,0.336122,0.034339,0.124761,F,F,0,K310460
F,36.0,15/09/98,25.266667,15.0,CAT 200,BS110,779.0,1437.6,34.0,204.900001,28.0,47.0,335.895823,45.300842,1.845443,6.026471,1.678571,841.0,1689.500001,2.008918,2025.395824,0.008917954816,MedHigh,489.500001,9.254513,45.300842,146.069589,296.069589,OK,0.146179,0.850903,0.121278,0.027819,0.198814,T,F,1,K403720
M,52.0,04/05/98,29.733333,1.0,Play 300,S80,102.0,222.0,70.0,684.900001,0.0,0.0,137.476522,0.0,2.176471,9.784286,0.0,172.0,906.900001,5.272674,1044.376523,0.002906976744,Med,-893.099999,7.630169,0.0,54.990609,132.930609,OK,0.127282,0.24479,0.75521,0.0,0.15159,F,F,0,K277040
F,31.0,28/12/96,46.133333,13.0,CAT 100,S50,153.0,499.2,36.0,154.500002,28.0,86.0,122.530999,16.412909,3.262745,4.291667,3.071429,217.0,739.700002,3.408756,862.231001,0.02995391705,Med,139.700002,11.748682,16.412909,53.172209,158.172209,OK,0.183445,0.674868,0.208868,0.116263,0.16565,T,F,1,K400730
F,34.0,06/03/97,43.866667,0.0,CAT 100,BS110,171.0,613.200001,46.0,231.9,1.0,31.2,39.846324,33.149379,3.585965,5.041304,31.2,218.0,876.300001,4.019725,916.146325,0.0,Med,276.300001,11.997604,33.149379,45.103276,150.103276,OK,0.163842,0.69976,0.264635,0.035604,0.045471,F,F,0,K298500
M,34.0,23/06/97,40.233333,9.0,CAT 200,ASAD170,82.0,1079.4,366.0,615.0,0.0,0.0,491.725459,41.226894,13.163415,1.680328,0.0,448.0,1694.4,3.782143,2186.125459,0.01004464286,MedHigh,494.4,8.185198,40.46762,187.985258,337.985258,OK,0.154605,0.63704,0.36296,0.0,0.290206,F,F,0,K147140
M,15.0,09/11/97,35.6,1.0,CAT 100,CAS30,177.0,499.2,91.0,320.400001,0.0,0.0,109.556319,27.005904,2.820339,3.520879,0.0,268.0,819.600001,3.058209,929.15632,0.001865671642,Med,219.600001,11.090776,24.355344,57.22224,162.22224,OK,0.174591,0.609078,0.390922,0.0,0.13367,F,F,1,K290370
F,18.0,16/07/96,51.633333,0.0,CAT 200,S50,362.0,1338.0,244.0,473.700001,8.0,66.5,257.402876,58.066948,3.696133,1.941393,8.3125,614.0,1878.200001,3.058958,2135.602877,0.0,MedHigh,678.200001,8.561921,58.066948,135.287811,285.287811,OK,0.133587,0.712384,0.25221,0.035406,0.137048,F,F,1,K192830
F,19.0,19/11/96,47.433333,7.0,Play 300,S80,169.0,318.6,156.0,572.7,17.0,85.8,152.320939,0.0,1.885207,3.671154,5.047059,342.0,977.1,2.857018,1129.420939,0.01023391813,Med,-822.9,9.499539,0.0,60.928376,138.868376,OK,0.122955,0.326067,0.586122,0.087811,0.155891,F,F,0,K274050
M,38.0,08/10/97,36.666667,1.0,Play 300,S50,80.0,538.800001,273.0,512.4,21.0,115.199999,221.359124,0.0,6.735,1.876923,5.485714,374.0,1166.4,3.118717,1387.759124,0.001336898396,Med,-633.6,12.624486,0.0,88.54365,166.48365,OK,0.119966,0.461934,0.4393,0.098765,0.18978,F,F,0,K164330
F,15.0,23/07/98,27.066667,1.0,Play 300,S80,86.0,144.6,180.0,670.8,0.0,0.0,142.254724,0.0,1.681395,3.726667,0.0,266.0,815.4,3.065414,957.654724,0.001879699248,Med,-984.6,6.078734,0.0,56.90189,134.84189,OK,0.140804,0.177336,0.822664,0.0,0.17446,F,F,0,K273320
M,23.0,27/12/96,46.166667,6.0,Play 100,CAS60,33.0,82.800001,342.0,594.6,35.0,71.4,51.242817,10.730769,2.509091,1.738596,2.04,410.0,748.800001,1.826341,800.042818,0.007317073171,Med,148.800001,7.211538,10.730769,31.227896,91.167896,OK,0.113954,0.110577,0.794071,0.095353,0.068433,F,F,0,K381020
F,25.0,10/09/99,13.266667,0.0,CAT 200,CAS30,215.0,639.6,177.0,363.6,35.0,85.500001,143.052871,0.0,2.974884,2.054237,2.442857,427.0,1088.700001,2.549649,1231.752872,0.0,Med,-111.299999,7.937448,0.0,42.915861,192.915861,OK,0.156619,0.58749,0.333976,0.078534,0.131398,F,F,1,K363130
F,23.0,28/12/97,33.966667,1.0,CAT 100,BS110,44.0,751.799999,23.0,70.799999,17.0,36.0,169.041248,35.573313,17.086364,3.078261,2.117647,84.0,858.599998,10.221429,1027.641246,0.005952380952,Med,258.599998,13.756115,35.573312,86.285687,191.285687,OK,0.186141,0.875611,0.08246,0.041929,0.19688,F,F,0,K245210
M,58.0,24/09/97,37.133333,0.0,CAT 100,CAS30,167.0,855.6,0.0,0.0,0.0,0.0,13.046673,42.922363,5.123353,0.0,0.0,167.0,855.6,5.123353,868.646673,0.0,Med,255.6,15.0,38.34,42.254002,147.254002,OK,0.169521,1.0,0.0,0.0,0.015249,F,F,1,K300740
M,16.0,12/10/96,48.7,2.0,CAT 200,ASAD170,400.0,783.0,64.0,416.1,5.0,50.500001,232.316455,4.033969,1.9575,6.501563,10.1,469.0,1249.600001,2.664392,1481.916456,0.002132196162,Med,49.600001,8.133003,4.033969,73.728906,223.728906,OK,0.150973,0.626601,0.332987,0.040413,0.185913,F,F,0,K172300
M,17.0,04/07/99,15.533333,2.0,CAT 200,ASAD170,636.0,1060.8,217.0,387.6,10.0,30.6,453.512755,23.955518,1.667925,1.786175,3.06,863.0,1479.0,1.713789,1932.512755,0.001158748552,MedHigh,279.0,8.586207,23.955517,160.009344,310.009344,OK,0.160418,0.717241,0.262069,0.02069,0.306635,F,F,0,K183980
M,16.0,14/08/98,26.333333,2.0,CAT 200,ASAD170,555.0,1026.600001,286.0,481.8,14.0,22.2,289.382756,27.616958,1.84973,1.684615,1.585714,855.0,1530.600001,1.790175,1819.982757,0.001169590643,MedHigh,330.600001,8.353587,27.616958,114.431785,264.431785,OK,0.145294,0.670717,0.314779,0.014504,0.189065,F,F,0,K180660
F,60.0,21/01/96,57.533333,0.0,CAT 200,BS110,155.0,1230.6,306.0,474.300001,1.0,10.8,101.790591,44.279504,7.939355,1.55,10.8,462.0,1715.700001,3.713636,1817.490592,0.0,MedHigh,515.700001,8.586291,44.279504,74.816682,224.816682,OK,0.123696,0.717258,0.276447,0.006295,0.059329,F,F,0,K320340
F,21.0,26/11/98,22.866667,7.0,Play 300,ASAD170,206.0,366.6,73.0,717.3,5.0,22.200001,317.123633,0.0,1.779612,9.826027,4.44,284.0,1106.100001,3.894718,1423.223634,0.01232394366,Med,-693.899999,9.623,0.0,126.849453,204.789453,OK,0.143891,0.331435,0.648495,0.020071,0.286704,F,F,0,K205610
F,33.0,25/10/99,11.766667,4.0,CAT 200,S50,447.0,1094.4,117.0,567.0,10.0,105.0,518.06837,45.866088,2.448322,4.846154,10.5,574.0,1766.4,3.077352,2284.46837,0.003484320557,MedHigh,566.4,8.097826,45.866087,201.286598,351.286598,OK,0.153772,0.619565,0.320992,0.059443,0.293291,F,F,0,K123330
F,42.0,06/10/98,24.566667,2.0,CAT 200,S80,34.0,959.4,111.0,408.6,19.0,42.0,464.021976,17.644468,28.217647,3.681081,2.210526,164.0,1410.0,8.597561,1874.021976,0.006097560976,MedHigh,210.0,8.402128,17.644468,156.851061,306.851061,OK,0.163739,0.680426,0.289787,0.029787,0.329094,F,F,0,K151390
F,12.0,19/09/99,12.966667,1.0,CAT 200,ASAD90,456.0,847.800001,5.0,232.500001,9.0,39.0,217.797737,0.0,1.859211,46.5,4.333333,470.0,1119.300002,2.381489,1337.097739,0.001063829787,Med,-80.699998,8.787188,0.0,65.339321,215.339321,OK,0.16105,0.757438,0.207719,0.034843,0.194584,F,F,1,K181360
F,26.0,14/02/99,20.2,2.0,CAT 200,ASAD170,606.0,1320.0,29.0,154.2,1.0,8.5,230.272804,26.718935,2.178218,5.317241,8.5,636.0,1482.7,2.331289,1712.972804,0.001572327044,MedHigh,282.7,9.451339,26.718935,95.800776,245.800776,OK,0.143494,0.890268,0.103999,0.005733,0.155306,F,F,0,K116730
M,39.0,10/08/99,14.3,2.0,CAT 100,S50,104.0,367.799999,30.0,175.499999,0.0,0.0,69.475511,0.0,3.536538,5.85,0.0,134.0,543.299998,4.054478,612.775509,0.007462686567,Med,-56.700002,11.76974,0.0,20.842653,125.842653,OK,0.205365,0.676974,0.323026,0.0,0.127877,F,F,0,K297660
M,21.0,23/03/96,55.466667,0.0,CAT 100,BS110,21.0,345.0,72.0,229.500001,6.0,25.8,69.960612,0.032242,16.428571,3.1875,4.3,99.0,600.300001,6.063636,670.260613,0.0,Med,0.300001,10.747126,0.032241,21.020425,126.020425,OK,0.188017,0.574713,0.382309,0.042979,0.116543,F,F,0,K299570
M,31.0,10/11/96,47.733333,2.0,CAT 200,S80,470.0,859.8,37.0,666.9,8.0,51.6,286.002873,29.219198,1.829362,18.024324,6.45,515.0,1578.3,3.06466,1864.302873,0.001941747573,MedHigh,378.3,7.723817,29.219199,115.020061,265.020061,OK,0.142155,0.544763,0.422543,0.032693,0.181209,F,F,0,K121310
M,38.0,09/06/97,40.7,1.0,CAT 200,S50,522.0,974.4,20.0,373.499999,18.0,43.8,161.968608,16.295945,1.866667,18.675,2.433333,560.0,1391.699999,2.485179,1553.668607,0.0008928571429,MedHigh,191.699999,8.500754,16.295946,64.886529,214.886529,OK,0.138309,0.700151,0.268377,0.031472,0.116382,F,F,0,K314270
M,57.0,08/04/96,54.933333,0.0,Play 100,ASAD90,61.0,220.2,113.0,231.9,83.0,133.2,70.470178,0.0,3.609836,2.052212,1.604819,257.0,585.3,2.277432,655.770178,0.0,Med,-14.7,12.524346,0.0,28.188071,88.128071,OK,0.134389,0.376217,0.396207,0.227576,0.1204,F,F,1,K384470
M,53.0,16/08/99,14.1,2.0,CAT 200,S50,117.0,595.2,77.0,424.499999,5.0,25.2,187.167429,0.0,5.087179,5.512987,5.04,199.0,1044.899999,5.250754,1232.067428,0.005025125628,Med,-155.100001,7.848119,0.0,56.150229,206.150229,OK,0.167321,0.569624,0.406259,0.024117,0.179125,F,F,0,K150910
M,37.0,12/07/97,39.6,11.0,Play 100,S80,77.0,229.8,59.0,198.900001,18.0,44.400001,135.782747,0.0,2.984416,3.371186,2.466667,154.0,473.100002,3.072078,608.882749,0.03571428571,MedLow,-126.899998,14.714648,0.0,54.313099,114.253099,OK,0.187644,0.485732,0.420419,0.093849,0.287006,F,F,0,K272170
F,57.0,21/06/98,28.133333,2.0,CAT 200,S50,144.0,841.800001,166.0,361.5,10.0,22.199999,388.666426,2.150803,5.845833,2.177711,2.22,320.0,1225.5,3.829687,1614.166426,0.003125,Med,25.5,8.434517,2.150802,118.75073,268.75073,OK,0.166495,0.686903,0.294982,0.018115,0.317149,F,F,0,K132200
F,38.0,13/05/99,17.266667,2.0,CAT 100,CAS30,147.0,478.2,45.0,175.8,14.0,39.0,168.535435,11.067403,3.253061,3.906667,2.785714,206.0,693.0,3.364078,861.535435,0.004854368932,Med,93.0,11.900433,11.067403,61.628033,166.628033,OK,0.193408,0.690043,0.25368,0.056277,0.243197,F,F,1,K301450
M,26.0,15/05/97,41.533333,2.0,CAT 200,S50,411.0,2358.0,103.0,159.6,2.0,28.0,810.052696,129.601747,5.737226,1.549515,14.0,516.0,2545.6,4.933333,3355.652696,0.001937984496,High,1345.6,9.631521,129.601747,372.617556,522.617556,OK,0.155742,0.926304,0.062696,0.010999,0.318217,F,F,0,K153590
M,29.0,25/06/97,40.166667,8.0,Play 100,ASAD90,46.0,90.0,191.0,372.3,29.0,72.500001,37.400583,0.0,1.956522,1.949215,2.5,266.0,534.800001,2.010526,572.200584,0.01503759398,Med,-65.199999,8.365744,0.0,14.960233,74.900233,OK,0.130899,0.168287,0.696148,0.135565,0.069934,F,F,0,K381140
M,29.0,25/02/98,32.0,1.0,Play 300,BS210,22.0,52.2,318.0,679.500001,5.0,23.4,115.18069,0.0,2.372727,2.136792,4.68,345.0,755.100001,2.188696,870.280691,0.001449275362,Med,-1044.899999,3.589988,0.0,46.072276,124.012276,OK,0.142497,0.06913,0.899881,0.030989,0.152537,F,F,0,K275060
F,62.0,07/08/99,14.4,7.0,CAT 200,WC95,320.0,991.8,115.0,430.5,54.0,111.0,56.270702,27.444591,3.099375,3.743478,2.055556,489.0,1533.3,3.135583,1589.570702,0.007157464213,MedHigh,333.3,8.234201,27.444591,44.325802,194.325802,OK,0.12225,0.64684,0.280767,0.072393,0.036699,F,F,0,K365430
M,13.0,27/04/97,42.133333,0.0,CAT 100,BS110,413.0,624.0,60.0,107.4,16.0,57.6,61.216848,24.397529,1.510896,1.79,3.6,489.0,789.0,1.613497,850.216848,0.0,Med,189.0,12.908745,24.397529,42.762583,147.762583,OK,0.173794,0.790875,0.136122,0.073004,0.077588,F,F,0,K336180
M,62.0,09/11/99,11.266667,1.0,CAT 200,S80,171.0,606.600001,160.0,485.399999,9.0,74.500001,314.492559,0.0,3.547368,3.03375,8.277778,340.0,1166.500001,3.430882,1480.99256,0.001470588235,Med,-33.499999,7.600086,0.0,94.347768,244.347768,OK,0.164989,0.520017,0.416117,0.063866,0.269604,F,F,0,K145210
F,25.0,12/08/97,38.566667,1.0,CAT 100,WC95,28.0,384.0,55.0,317.7,0.0,0.0,95.991908,10.971176,13.714286,5.776364,0.0,83.0,701.7,8.454217,797.691908,0.006024096386,Med,101.7,10.472424,10.650455,39.448028,144.448028,OK,0.181082,0.547242,0.452758,0.0,0.136799,F,F,0,K298790
F,29.0,08/12/97,34.633333,10.0,CAT 100,ASAD170,303.0,530.4,0.0,0.0,23.0,40.0,212.176794,26.956118,1.750495,0.0,1.73913,326.0,570.4,1.749693,782.576794,0.01533742331,Med,-29.6,14.298738,0.0,63.653038,168.653038,OK,0.21551,0.929874,0.0,0.070126,0.371979,F,F,0,K103150
M,42.0,26/03/98,31.033333,2.0,CAT 200,ASAD170,254.0,1119.0,119.0,647.1,9.0,22.0,456.452084,47.806763,4.405512,5.437815,2.444444,382.0,1788.1,4.68089,2244.552084,0.002617801047,MedHigh,588.1,8.12902,47.806764,184.74239,334.74239,OK,0.149135,0.625804,0.361893,0.012304,0.255272,F,F,0,K142680
M,35.0,07/02/96,56.966667,1.0,CAT 200,S50,120.0,730.2,113.0,256.2,7.0,22.2,14.200491,0.0,6.085,2.267257,3.171429,240.0,1008.6,4.2025,1022.800491,0.002083333333,Med,-191.4,8.619869,0.0,4.260147,154.260147,OK,0.150821,0.723974,0.254015,0.022011,0.014079,F,F,0,K316570
M,20.0,23/04/97,42.266667,1.0,Play 100,BS210,69.0,145.2,193.0,331.500001,2.0,30.6,150.819839,0.0,2.104348,1.717617,15.3,264.0,507.300001,1.921591,658.11984,0.001893939394,Med,-92.699999,10.724423,0.0,60.327936,120.267936,OK,0.182745,0.286221,0.653459,0.060319,0.297299,F,F,0,K260800
M,49.0,19/06/99,16.033333,1.0,CAT 100,S50,201.0,465.599999,12.0,53.099999,20.0,51.599999,19.01116,0.0,2.316418,4.425,2.58,233.0,570.299997,2.447639,589.311157,0.002145922747,Med,-29.700003,13.164124,0.0,5.703348,110.703348,OK,0.187852,0.816412,0.093109,0.090479,0.033335,F,F,0,K339260
M,54.0,20/10/99,11.933333,7.0,CAT 200,S50,22.0,1834.799999,67.0,374.1,28.0,63.599999,621.828738,96.921437,83.4,5.583582,2.271429,117.0,2272.499998,19.423077,2894.328736,0.02991452991,High,1072.499998,9.036964,96.921435,283.470057,433.470057,OK,0.149765,0.807393,0.16462,0.027987,0.273632,F,F,0,K154190
F,56.0,12/03/98,31.5,1.0,CAT 100,WC95,101.0,301.800001,91.0,222.0,3.0,7.8,142.373632,0.0,2.988119,2.43956,2.6,195.0,531.600001,2.726154,673.973633,0.002564102564,Med,-68.399999,10.677201,0.0,42.71209,147.71209,OK,0.219166,0.56772,0.417607,0.014673,0.267821,F,F,0,K298910
M,24.0,05/07/99,15.5,0.0,CAT 200,ASAD170,159.0,1377.0,82.0,303.9,1.0,13.2,225.211103,44.785741,8.660377,3.706098,13.2,242.0,1694.1,7.000413,1919.311103,0.0,MedHigh,494.1,9.064105,44.785742,112.349073,262.349073,OK,0.136689,0.812821,0.179387,0.007792,0.132938,F,F,0,K193890
F,22.0,01/11/98,23.7,2.0,CAT 200,ASAD170,506.0,1225.2,376.0,585.6,14.0,27.6,426.727386,53.193055,2.421344,1.557447,1.971429,896.0,1838.4,2.051786,2265.127386,0.001116071429,MedHigh,638.4,8.332245,53.193055,181.211271,331.211271,OK,0.146222,0.666449,0.318538,0.015013,0.232119,F,F,0,K180600
M,48.0,03/05/97,41.933333,1.0,CAT 200,S50,309.0,1317.6,145.0,282.0,7.0,16.8,487.536974,37.791315,4.264078,1.944828,2.4,461.0,1616.4,3.506291,2103.936974,0.001084598698,MedHigh,416.4,9.075724,37.791314,184.052406,334.052406,OK,0.158775,0.815145,0.174462,0.010393,0.301619,F,F,0,K140880
M,43.0,15/07/98,27.333333,2.0,CAT 200,ASAD90,315.0,1141.199999,36.0,267.6,7.0,65.0,462.605521,24.290508,3.622857,7.433333,9.285714,358.0,1473.799999,4.11676,1936.40552,0.002793296089,MedHigh,273.799999,8.871624,24.290507,163.072164,313.072164,OK,0.161677,0.774325,0.181571,0.044104,0.313886,F,F,1,K146900
F,26.0,06/08/97,38.766667,4.0,CAT 100,WC95,288.0,638.400001,105.0,225.9,2.0,74.4,77.728727,39.969632,2.216667,2.151429,37.2,395.0,938.700001,2.376456,1016.428728,0.005063291139,Med,338.700001,11.800895,39.969631,63.288249,168.288249,OK,0.165568,0.680089,0.240652,0.079259,0.082805,F,F,0,K338420
M,26.0,26/10/99,11.733333,2.0,Play 100,S80,23.0,54.600001,127.0,605.1,8.0,18.5,38.829793,5.169134,2.373913,4.764567,2.3125,158.0,678.200001,4.292405,717.029794,0.006329113924,Med,78.200001,6.610145,5.169133,20.70105,80.64105,OK,0.112465,0.080507,0.892215,0.027278,0.057254,F,F,0,K380030
M,43.0,26/03/97,43.2,9.0,CAT 100,S50,350.0,566.399999,86.0,386.7,4.0,33.6,103.793662,41.532921,1.618286,4.496512,8.4,440.0,986.699999,2.2425,1090.493661,0.01022727273,Med,386.699999,10.740347,41.53292,72.671019,177.671019,OK,0.162927,0.574035,0.391912,0.034053,0.105193,F,F,0,K283270
F,58.0,14/04/99,18.233333,8.0,CAT 200,BS110,198.0,726.0,110.0,320.7,37.0,78.0,148.077548,0.0,3.666667,2.915455,2.108108,345.0,1124.7,3.26,1272.777548,0.0115942029,Med,-75.3,8.227527,0.0,44.423264,194.423264,OK,0.152755,0.645505,0.285143,0.069352,0.13166,F,F,0,K367480
